#data format:	time, trigger pressure,	WG1,	WG2,	WG3,	WG4,	WG5,	WG6,	PP1,	PP2,	PP3,	PP4,	PP5,	PP6,	PP7,	PP8,	PP9
-0.818	6.75	0.0187	-0.0306	-0.1379	0.0226	0.0264	0.0667	0.007	0.003	0.004	0.008	0.005	0.007	0.014	0.008	0.01
-0.817	6.75	0.0306	-0.0267	-0.1419	0.0187	0.0264	0.0667	0.007	0.003	0.004	0.008	0.004	0.007	0.014	0.008	0.01
-0.816	7	0.0425	-0.0267	-0.1379	0.0147	0.0304	0.0667	0.007	0.003	0.004	0.008	0.004	0.007	0.013	0.008	0.01
-0.815	6.75	0.0425	-0.0227	-0.1339	0.0068	0.0304	0.0628	0.006	0.002	0.004	0.008	0.004	0.007	0.014	0.008	0.01
-0.814	6.75	0.0425	-0.0227	-0.1259	-0.0011	0.0344	0.0707	0.007	0.004	0.004	0.009	0.005	0.007	0.014	0.008	0.009
-0.813	6.75	0.0425	-0.0227	-0.1219	0.0147	0.0344	0.0707	0.007	0.003	0.005	0.008	0.005	0.007	0.014	0.008	0.01
-0.812	6.75	0.0386	-0.0227	-0.1219	0.0187	0.0304	0.0786	0.007	0.004	0.005	0.009	0.005	0.007	0.014	0.009	0.01
-0.811	6.75	0.0425	-0.0227	-0.1219	0.0187	0.0304	0.0747	0.006	0.003	0.005	0.008	0.005	0.007	0.014	0.009	0.01
-0.81	6.75	0.0346	-0.0306	-0.1259	0.0187	0.0264	0.0707	0.006	0.004	0.005	0.009	0.005	0.006	0.014	0.009	0.01
-0.809	6.75	0.0267	-0.0346	-0.1259	0.0226	0.0344	0.0628	0.006	0.004	0.005	0.009	0.005	0.007	0.014	0.009	0.01
-0.808	6.75	0.0227	-0.0346	-0.1299	0.0305	0.0344	0.0628	0.007	0.004	0.004	0.009	0.005	0.007	0.014	0.008	0.01
-0.807	6.75	0.0306	-0.0306	-0.1299	0.0305	0.0384	0.0667	0.007	0.004	0.004	0.009	0.005	0.007	0.014	0.009	0.01
-0.806	7	0.0386	-0.0306	-0.1259	0.0226	0.0384	0.0628	0.008	0.003	0.005	0.009	0.005	0.007	0.014	0.009	0.01
-0.805	6.75	0.0425	-0.0267	-0.1139	0.0305	0.0344	0.0707	0.008	0.002	0.004	0.01	0.005	0.007	0.014	0.009	0.01
-0.804	6.75	0.0306	-0.0227	-0.1059	0.0384	0.0344	0.0786	0.007	0.002	0.005	0.01	0.005	0.008	0.015	0.009	0.009
-0.803	6.75	0.0267	-0.0267	-0.1019	0.0502	0.0384	0.0826	0.006	0.003	0.005	0.009	0.005	0.008	0.014	0.009	0.009
-0.802	7	0.0346	-0.0187	-0.1019	0.0502	0.0384	0.0826	0.007	0.002	0.006	0.009	0.005	0.008	0.014	0.009	0.009
-0.801	7	0.0425	-0.0148	-0.1059	0.0384	0.0344	0.0786	0.007	0.003	0.005	0.009	0.005	0.008	0.014	0.009	0.009
-0.8	6.75	0.0386	-0.0227	-0.1179	0.0187	0.0304	0.0667	0.007	0.004	0.005	0.009	0.005	0.007	0.014	0.009	0.009
-0.799	6.75	0.0386	-0.0267	-0.1259	0.0029	0.0224	0.0667	0.007	0.004	0.004	0.009	0.005	0.007	0.013	0.009	0.01
-0.798	6.75	0.0346	-0.0227	-0.1339	-0.005	0.0264	0.0588	0.007	0.004	0.004	0.009	0.005	0.007	0.013	0.008	0.009
-0.797	7	0.0306	-0.0306	-0.1379	-0.009	0.0264	0.0548	0.007	0.004	0.004	0.008	0.005	0.007	0.013	0.008	0.009
-0.796	6.75	0.0425	-0.0267	-0.1339	-0.009	0.0344	0.0667	0.007	0.004	0.004	0.008	0.004	0.006	0.014	0.008	0.01
-0.795	6.5	0.0465	-0.0187	-0.1259	0.0029	0.0304	0.0747	0.007	0.004	0.004	0.009	0.004	0.006	0.014	0.008	0.01
-0.794	6.75	0.0544	-0.0148	-0.1179	0.0187	0.0344	0.0826	0.007	0.004	0.004	0.008	0.004	0.006	0.014	0.008	0.01
-0.793	7	0.0505	-0.0187	-0.1059	0.0423	0.0424	0.0866	0.007	0.004	0.004	0.009	0.004	0.006	0.014	0.008	0.011
-0.792	7	0.0465	-0.0187	-0.1059	0.0423	0.0463	0.0945	0.007	0.004	0.005	0.009	0.005	0.005	0.013	0.008	0.011
-0.791	6.75	0.0465	-0.0227	-0.1099	0.0384	0.0384	0.0866	0.007	0.003	0.004	0.009	0.005	0.006	0.013	0.008	0.01
-0.79	6.75	0.0386	-0.0306	-0.1179	0.0384	0.0344	0.0786	0.007	0.003	0.004	0.009	0.005	0.007	0.013	0.008	0.01
-0.789	7	0.0346	-0.0346	-0.1219	0.0384	0.0264	0.0747	0.006	0.003	0.003	0.009	0.005	0.007	0.014	0.008	0.01
-0.788	7	0.0306	-0.0346	-0.1179	0.0423	0.0264	0.0707	0.007	0.003	0.004	0.009	0.005	0.007	0.014	0.008	0.009
-0.787	7	0.0346	-0.0267	-0.1139	0.0423	0.0304	0.0707	0.007	0.003	0.004	0.009	0.006	0.007	0.014	0.008	0.01
-0.786	6.75	0.0386	-0.0267	-0.1139	0.0502	0.0264	0.0786	0.007	0.002	0.004	0.009	0.007	0.007	0.013	0.008	0.011
-0.785	6.75	0.0465	-0.0148	-0.1179	0.0463	0.0264	0.0786	0.007	0.003	0.004	0.009	0.007	0.007	0.013	0.007	0.01
-0.784	7	0.0544	-0.0108	-0.1179	0.0384	0.0344	0.0786	0.007	0.004	0.004	0.009	0.005	0.008	0.014	0.008	0.01
-0.783	7	0.0584	-0.0108	-0.1179	0.0266	0.0424	0.0826	0.006	0.002	0.004	0.008	0.005	0.007	0.013	0.008	0.01
-0.782	6.75	0.0584	-0.0187	-0.1219	0.0226	0.0463	0.0826	0.006	0.002	0.004	0.008	0.005	0.007	0.014	0.008	0.01
-0.781	6.75	0.0584	-0.0227	-0.1259	0.0187	0.0424	0.0826	0.006	0.002	0.004	0.008	0.005	0.007	0.014	0.008	0.008
-0.78	6.75	0.0505	-0.0306	-0.1299	0.0108	0.0344	0.0747	0.007	0.003	0.005	0.008	0.005	0.007	0.013	0.008	0.008
-0.779	7	0.0386	-0.0306	-0.1379	0.0029	0.0304	0.0707	0.007	0.003	0.005	0.008	0.005	0.007	0.014	0.008	0.009
-0.778	7	0.0267	-0.0346	-0.1339	-0.0011	0.0344	0.0707	0.007	0.004	0.005	0.009	0.005	0.007	0.013	0.007	0.008
-0.777	6.75	0.0227	-0.0425	-0.1299	0.0187	0.0384	0.0628	0.007	0.004	0.004	0.008	0.004	0.008	0.014	0.008	0.009
-0.776	6.75	0.0227	-0.0385	-0.1259	0.0305	0.0384	0.0707	0.007	0.003	0.004	0.008	0.004	0.007	0.013	0.008	0.009
-0.775	6.75	0.0267	-0.0306	-0.1219	0.0384	0.0384	0.0747	0.006	0.003	0.004	0.008	0.005	0.007	0.013	0.008	0.01
-0.774	7	0.0346	-0.0267	-0.1179	0.0463	0.0384	0.0747	0.007	0.003	0.004	0.008	0.005	0.006	0.013	0.008	0.011
-0.773	7	0.0386	-0.0227	-0.1259	0.0384	0.0424	0.0747	0.006	0.003	0.004	0.008	0.005	0.007	0.013	0.008	0.011
-0.772	6.75	0.0386	-0.0227	-0.1219	0.0423	0.0384	0.0747	0.007	0.003	0.004	0.009	0.005	0.007	0.014	0.008	0.011
-0.771	6.75	0.0346	-0.0306	-0.1259	0.0423	0.0424	0.0747	0.006	0.003	0.005	0.009	0.005	0.007	0.014	0.008	0.01
-0.77	7	0.0425	-0.0346	-0.1219	0.0384	0.0384	0.0747	0.007	0.003	0.005	0.01	0.005	0.007	0.014	0.008	0.01
-0.769	7	0.0465	-0.0346	-0.1219	0.0266	0.0344	0.0786	0.007	0.004	0.004	0.009	0.005	0.007	0.014	0.008	0.01
-0.768	6.75	0.0505	-0.0346	-0.1259	0.0187	0.0304	0.0786	0.007	0.004	0.005	0.01	0.005	0.007	0.013	0.009	0.01
-0.767	6.5	0.0425	-0.0306	-0.1219	0.0187	0.0304	0.0786	0.007	0.003	0.004	0.008	0.005	0.007	0.013	0.009	0.01
-0.766	7	0.0386	-0.0306	-0.1219	0.0187	0.0304	0.0786	0.007	0.004	0.005	0.008	0.005	0.007	0.013	0.009	0.01
-0.765	7	0.0346	-0.0306	-0.1139	0.0226	0.0304	0.0826	0.007	0.002	0.005	0.008	0.005	0.007	0.013	0.008	0.009
-0.764	7	0.0425	-0.0267	-0.1099	0.0187	0.0304	0.0866	0.007	0.003	0.005	0.008	0.005	0.007	0.014	0.009	0.009
-0.763	6.75	0.0465	-0.0187	-0.1139	0.0226	0.0344	0.0826	0.006	0.002	0.005	0.009	0.006	0.008	0.014	0.009	0.01
-0.762	6.75	0.0465	-0.0227	-0.1139	0.0266	0.0384	0.0866	0.006	0.003	0.004	0.009	0.006	0.008	0.014	0.009	0.01
-0.761	7	0.0425	-0.0187	-0.1139	0.0345	0.0344	0.0866	0.006	0.002	0.003	0.008	0.005	0.007	0.014	0.009	0.01
-0.76	7	0.0306	-0.0227	-0.1179	0.0384	0.0344	0.0826	0.006	0.003	0.004	0.008	0.005	0.008	0.013	0.009	0.01
-0.759	6.75	0.0267	-0.0267	-0.1219	0.0384	0.0304	0.0786	0.007	0.003	0.004	0.009	0.005	0.008	0.014	0.01	0.01
-0.758	6.75	0.0306	-0.0306	-0.1219	0.0305	0.0264	0.0786	0.007	0.003	0.004	0.009	0.005	0.008	0.014	0.009	0.01
-0.757	6.75	0.0306	-0.0306	-0.1299	0.0226	0.0264	0.0747	0.006	0.003	0.004	0.009	0.005	0.007	0.013	0.008	0.01
-0.756	7	0.0346	-0.0306	-0.1299	0.0147	0.0224	0.0786	0.005	0.003	0.004	0.008	0.005	0.007	0.014	0.008	0.011
-0.755	6.75	0.0346	-0.0346	-0.1259	0.0108	0.0264	0.0786	0.005	0.002	0.004	0.007	0.005	0.007	0.014	0.008	0.011
-0.754	6.75	0.0386	-0.0346	-0.1139	0.0187	0.0304	0.0866	0.005	0.002	0.004	0.008	0.004	0.006	0.014	0.008	0.01
-0.753	6.75	0.0425	-0.0227	-0.1059	0.0226	0.0344	0.0866	0.006	0.002	0.003	0.008	0.005	0.006	0.014	0.008	0.011
-0.752	6.75	0.0425	-0.0148	-0.1019	0.0305	0.0344	0.0905	0.005	0.002	0.004	0.008	0.005	0.006	0.014	0.008	0.01
-0.751	7	0.0386	-0.0187	-0.1099	0.0305	0.0264	0.0866	0.006	0.002	0.005	0.009	0.005	0.007	0.014	0.009	0.01
-0.75	7	0.0346	-0.0227	-0.1139	0.0226	0.0264	0.0786	0.006	0.002	0.005	0.008	0.005	0.007	0.013	0.008	0.01
-0.749	6.75	0.0267	-0.0306	-0.1179	0.0147	0.0184	0.0786	0.005	0.002	0.004	0.009	0.005	0.007	0.013	0.008	0.01
-0.748	6.75	0.0306	-0.0346	-0.1219	-0.0011	0.0224	0.0667	0.006	0.002	0.005	0.009	0.005	0.007	0.013	0.008	0.01
-0.747	6.75	0.0346	-0.0306	-0.1299	0.0029	0.0304	0.0667	0.005	0.002	0.004	0.009	0.005	0.007	0.013	0.008	0.01
-0.746	7	0.0346	-0.0227	-0.1219	0.0029	0.0344	0.0667	0.006	0.002	0.004	0.008	0.005	0.008	0.013	0.008	0.01
-0.745	6.75	0.0346	-0.0267	-0.1179	-0.0011	0.0424	0.0707	0.006	0.003	0.004	0.008	0.005	0.008	0.013	0.009	0.01
-0.744	6.75	0.0306	-0.0187	-0.1139	0.0029	0.0424	0.0747	0.006	0.003	0.004	0.009	0.004	0.008	0.013	0.009	0.009
-0.743	6.75	0.0386	-0.0187	-0.1059	0.0068	0.0463	0.0826	0.005	0.003	0.005	0.009	0.004	0.008	0.012	0.008	0.01
-0.742	7	0.0505	-0.0148	-0.1059	0.0147	0.0424	0.0786	0.006	0.004	0.005	0.009	0.003	0.008	0.012	0.008	0.009
-0.741	7	0.0465	-0.0187	-0.1099	0.0147	0.0384	0.0826	0.005	0.003	0.005	0.008	0.004	0.008	0.013	0.008	0.009
-0.74	6.75	0.0465	-0.0187	-0.1099	0.0068	0.0344	0.0786	0.006	0.002	0.005	0.008	0.004	0.008	0.014	0.008	0.01
-0.739	6.5	0.0465	-0.0267	-0.1179	-0.0011	0.0304	0.0747	0.006	0.002	0.005	0.008	0.004	0.007	0.013	0.009	0.01
-0.738	6.75	0.0425	-0.0267	-0.1179	-0.005	0.0304	0.0628	0.006	0.002	0.005	0.008	0.004	0.008	0.014	0.008	0.009
-0.737	7	0.0465	-0.0187	-0.1219	0.0029	0.0304	0.0588	0.006	0.002	0.004	0.008	0.004	0.007	0.013	0.009	0.01
-0.736	7	0.0465	-0.0227	-0.1179	0.0147	0.0304	0.0628	0.007	0.002	0.004	0.009	0.004	0.008	0.013	0.008	0.01
-0.735	6.75	0.0386	-0.0187	-0.1139	0.0345	0.0304	0.0707	0.007	0.002	0.004	0.009	0.004	0.007	0.013	0.009	0.009
-0.734	6.75	0.0346	-0.0148	-0.1139	0.0502	0.0344	0.0786	0.007	0.002	0.005	0.009	0.005	0.007	0.013	0.008	0.009
-0.733	7	0.0346	-0.0187	-0.1139	0.07	0.0384	0.0786	0.007	0.002	0.005	0.01	0.005	0.007	0.013	0.008	0.009
-0.732	7	0.0465	-0.0227	-0.1099	0.066	0.0384	0.0866	0.007	0.004	0.005	0.009	0.005	0.007	0.013	0.008	0.009
-0.731	6.75	0.0505	-0.0227	-0.1099	0.0502	0.0384	0.0786	0.007	0.003	0.005	0.01	0.005	0.007	0.013	0.008	0.009
-0.73	6.75	0.0505	-0.0227	-0.1139	0.0305	0.0344	0.0786	0.007	0.003	0.005	0.009	0.005	0.007	0.013	0.009	0.009
-0.729	6.75	0.0425	-0.0346	-0.1179	0.0147	0.0264	0.0786	0.006	0.002	0.005	0.009	0.005	0.007	0.013	0.009	0.01
-0.728	7	0.0346	-0.0385	-0.1219	0.0147	0.0264	0.0866	0.006	0.002	0.005	0.008	0.005	0.007	0.013	0.009	0.01
-0.727	7	0.0346	-0.0306	-0.1219	0.0305	0.0264	0.0945	0.006	0.002	0.004	0.008	0.005	0.008	0.014	0.009	0.01
-0.726	6.75	0.0346	-0.0306	-0.1179	0.0423	0.0304	0.0905	0.007	0.003	0.005	0.008	0.005	0.008	0.013	0.009	0.009
-0.725	6.75	0.0386	-0.0306	-0.1099	0.0463	0.0264	0.0905	0.006	0.002	0.005	0.008	0.005	0.008	0.014	0.009	0.009
-0.724	6.75	0.0425	-0.0187	-0.1059	0.0423	0.0304	0.0905	0.006	0.004	0.005	0.008	0.005	0.008	0.013	0.009	0.008
-0.723	7	0.0425	-0.0148	-0.1019	0.0345	0.0344	0.0905	0.006	0.003	0.005	0.009	0.005	0.008	0.013	0.009	0.009
-0.722	6.75	0.0505	-0.0108	-0.0979	0.0305	0.0384	0.0905	0.006	0.004	0.004	0.009	0.005	0.008	0.013	0.009	0.01
-0.721	6.75	0.0544	-0.0108	-0.1059	0.0305	0.0344	0.0866	0.006	0.003	0.004	0.01	0.005	0.008	0.013	0.008	0.009
-0.72	6.75	0.0505	-0.0227	-0.1139	0.0384	0.0304	0.0786	0.007	0.004	0.004	0.009	0.005	0.008	0.013	0.008	0.009
-0.719	7	0.0386	-0.0346	-0.1219	0.0423	0.0264	0.0747	0.007	0.004	0.004	0.009	0.005	0.007	0.014	0.008	0.009
-0.718	7	0.0267	-0.0385	-0.1339	0.0305	0.0264	0.0786	0.007	0.004	0.005	0.009	0.005	0.007	0.013	0.008	0.009
-0.717	6.75	0.0227	-0.0346	-0.1339	0.0187	0.0304	0.0786	0.006	0.002	0.005	0.009	0.005	0.007	0.012	0.008	0.01
-0.716	6.75	0.0346	-0.0346	-0.1299	0.0147	0.0344	0.0786	0.006	0.003	0.005	0.009	0.005	0.006	0.013	0.008	0.01
-0.715	6.75	0.0386	-0.0306	-0.1219	0.0108	0.0344	0.0786	0.007	0.003	0.005	0.008	0.005	0.007	0.013	0.008	0.01
-0.714	7	0.0346	-0.0227	-0.1179	0.0147	0.0344	0.0866	0.007	0.003	0.005	0.009	0.005	0.006	0.013	0.008	0.01
-0.713	6.75	0.0306	-0.0227	-0.1139	0.0187	0.0424	0.0866	0.006	0.003	0.004	0.008	0.005	0.006	0.013	0.008	0.01
-0.712	6.75	0.0346	-0.0227	-0.1099	0.0187	0.0463	0.0866	0.006	0.004	0.004	0.009	0.005	0.006	0.013	0.008	0.009
-0.711	6.75	0.0425	-0.0187	-0.1099	0.0068	0.0384	0.0826	0.007	0.004	0.004	0.01	0.005	0.007	0.014	0.008	0.009
-0.71	6.75	0.0425	-0.0267	-0.1179	-0.005	0.0344	0.0786	0.007	0.004	0.005	0.008	0.005	0.008	0.014	0.008	0.01
-0.709	7	0.0425	-0.0306	-0.1179	-0.005	0.0384	0.0747	0.007	0.003	0.005	0.008	0.005	0.008	0.014	0.008	0.01
-0.708	7	0.0386	-0.0267	-0.1219	-0.005	0.0424	0.0707	0.006	0.003	0.005	0.009	0.005	0.008	0.014	0.008	0.01
-0.707	6.75	0.0425	-0.0267	-0.1259	-0.005	0.0424	0.0667	0.006	0.002	0.004	0.009	0.005	0.008	0.014	0.009	0.009
-0.706	6.75	0.0505	-0.0227	-0.1219	0.0068	0.0463	0.0707	0.007	0.002	0.004	0.01	0.005	0.008	0.014	0.008	0.009
-0.705	7	0.0624	-0.0148	-0.1259	0.0305	0.0424	0.0707	0.007	0.003	0.004	0.009	0.005	0.007	0.013	0.009	0.008
-0.704	7	0.0663	-0.0148	-0.1259	0.0463	0.0424	0.0747	0.007	0.003	0.004	0.009	0.005	0.007	0.013	0.008	0.008
-0.703	6.75	0.0663	-0.0148	-0.1219	0.0621	0.0384	0.0786	0.007	0.003	0.004	0.009	0.005	0.007	0.013	0.008	0.01
-0.702	6.75	0.0544	-0.0069	-0.1139	0.0739	0.0384	0.0866	0.007	0.003	0.004	0.009	0.005	0.007	0.013	0.008	0.01
-0.701	7	0.0425	-0.0108	-0.1099	0.0739	0.0344	0.0826	0.006	0.003	0.005	0.01	0.005	0.007	0.013	0.008	0.01
-0.7	7	0.0386	-0.0267	-0.1179	0.0581	0.0304	0.0826	0.006	0.004	0.005	0.01	0.005	0.008	0.013	0.008	0.01
-0.699	6.75	0.0425	-0.0346	-0.1179	0.0423	0.0264	0.0747	0.006	0.004	0.005	0.01	0.005	0.008	0.014	0.008	0.01
-0.698	6.75	0.0505	-0.0306	-0.1179	0.0305	0.0264	0.0707	0.007	0.004	0.005	0.01	0.004	0.007	0.014	0.008	0.009
-0.697	6.75	0.0465	-0.0267	-0.1139	0.0226	0.0264	0.0747	0.007	0.004	0.005	0.009	0.005	0.007	0.014	0.008	0.01
-0.696	7	0.0386	-0.0227	-0.1139	0.0266	0.0304	0.0826	0.006	0.004	0.006	0.009	0.005	0.007	0.014	0.008	0.01
-0.695	7	0.0306	-0.0227	-0.1139	0.0384	0.0344	0.0866	0.007	0.003	0.006	0.01	0.005	0.007	0.014	0.008	0.01
-0.694	6.75	0.0386	-0.0108	-0.1099	0.0502	0.0424	0.0945	0.007	0.004	0.005	0.01	0.005	0.007	0.014	0.008	0.011
-0.693	6.75	0.0505	-0.0187	-0.1059	0.0542	0.0424	0.0905	0.007	0.003	0.005	0.009	0.005	0.007	0.014	0.008	0.011
-0.692	6.75	0.0584	-0.0227	-0.1019	0.0502	0.0463	0.0905	0.007	0.004	0.005	0.009	0.005	0.007	0.014	0.009	0.011
-0.691	7	0.0505	-0.0267	-0.1059	0.0423	0.0384	0.0866	0.007	0.002	0.004	0.009	0.005	0.007	0.014	0.008	0.01
-0.69	7	0.0346	-0.0306	-0.1099	0.0266	0.0304	0.0786	0.007	0.003	0.004	0.009	0.005	0.008	0.014	0.008	0.011
-0.689	6.75	0.0148	-0.0385	-0.1139	0.0108	0.0304	0.0786	0.006	0.002	0.004	0.009	0.005	0.008	0.014	0.008	0.011
-0.688	6.75	0.0068	-0.0385	-0.1099	-0.0011	0.0264	0.0786	0.006	0.002	0.004	0.008	0.005	0.007	0.014	0.009	0.01
-0.687	6.75	0.0108	-0.0385	-0.1059	-0.005	0.0304	0.0826	0.006	0.002	0.004	0.009	0.005	0.008	0.014	0.009	0.01
-0.686	7	0.0148	-0.0346	-0.1139	0.0029	0.0304	0.0866	0.006	0.002	0.004	0.009	0.004	0.008	0.014	0.009	0.01
-0.685	7	0.0227	-0.0267	-0.1259	0.0226	0.0384	0.0866	0.007	0.002	0.005	0.009	0.004	0.008	0.013	0.009	0.01
-0.684	6.75	0.0306	-0.0148	-0.1299	0.0423	0.0424	0.0826	0.007	0.003	0.005	0.01	0.005	0.008	0.013	0.008	0.009
-0.683	6.75	0.0386	-0.0148	-0.1259	0.0502	0.0424	0.0866	0.007	0.004	0.004	0.01	0.005	0.008	0.014	0.009	0.009
-0.682	7	0.0544	-0.0187	-0.1179	0.0542	0.0424	0.0905	0.007	0.003	0.004	0.009	0.005	0.007	0.014	0.008	0.009
-0.681	7	0.0505	-0.0267	-0.1139	0.0502	0.0384	0.0786	0.007	0.003	0.005	0.008	0.005	0.007	0.014	0.008	0.01
-0.68	7	0.0425	-0.0346	-0.1179	0.0384	0.0344	0.0747	0.007	0.003	0.005	0.008	0.005	0.007	0.014	0.009	0.01
-0.679	6.75	0.0386	-0.0346	-0.1179	0.0345	0.0304	0.0707	0.007	0.002	0.005	0.009	0.005	0.007	0.014	0.009	0.01
-0.678	6.75	0.0386	-0.0346	-0.1259	0.0305	0.0304	0.0707	0.007	0.002	0.005	0.008	0.005	0.007	0.014	0.008	0.01
-0.677	7	0.0425	-0.0306	-0.1219	0.0345	0.0304	0.0667	0.006	0.002	0.005	0.009	0.005	0.007	0.013	0.009	0.01
-0.676	7	0.0425	-0.0306	-0.1259	0.0305	0.0304	0.0707	0.006	0.003	0.004	0.009	0.005	0.006	0.013	0.008	0.01
-0.675	6.75	0.0425	-0.0306	-0.1259	0.0187	0.0344	0.0786	0.005	0.004	0.004	0.008	0.005	0.007	0.013	0.008	0.01
-0.674	6.75	0.0386	-0.0267	-0.1219	0.0187	0.0384	0.0866	0.005	0.003	0.004	0.008	0.004	0.007	0.013	0.009	0.01
-0.673	7	0.0425	-0.0227	-0.1099	0.0345	0.0424	0.0985	0.006	0.004	0.005	0.009	0.004	0.007	0.014	0.009	0.01
-0.672	7	0.0544	-0.0267	-0.1059	0.0502	0.0463	0.0945	0.006	0.004	0.005	0.01	0.004	0.007	0.014	0.008	0.009
-0.671	6.75	0.0624	-0.0227	-0.1059	0.0581	0.0424	0.0905	0.007	0.003	0.005	0.009	0.005	0.007	0.014	0.008	0.01
-0.67	6.75	0.0544	-0.0227	-0.1099	0.0581	0.0384	0.0826	0.007	0.002	0.005	0.008	0.005	0.007	0.014	0.008	0.01
-0.669	6.75	0.0425	-0.0306	-0.1179	0.0542	0.0344	0.0826	0.007	0.002	0.005	0.008	0.005	0.007	0.014	0.008	0.009
-0.668	7	0.0386	-0.0385	-0.1219	0.0423	0.0304	0.0826	0.007	0.003	0.004	0.008	0.005	0.007	0.013	0.008	0.01
-0.667	7	0.0346	-0.0346	-0.1259	0.0423	0.0304	0.0866	0.006	0.004	0.004	0.008	0.005	0.008	0.013	0.008	0.009
-0.666	6.75	0.0346	-0.0346	-0.1259	0.0423	0.0344	0.0866	0.006	0.003	0.005	0.008	0.005	0.008	0.013	0.008	0.008
-0.665	6.75	0.0465	-0.0306	-0.1299	0.0502	0.0384	0.0866	0.007	0.003	0.005	0.008	0.005	0.008	0.013	0.008	0.01
-0.664	7	0.0465	-0.0187	-0.1259	0.0621	0.0424	0.0905	0.007	0.004	0.005	0.009	0.005	0.008	0.013	0.008	0.009
-0.663	7	0.0425	-0.0108	-0.1139	0.066	0.0463	0.0945	0.006	0.004	0.005	0.008	0.005	0.007	0.013	0.008	0.009
-0.662	7	0.0386	-0.0148	-0.1099	0.0581	0.0463	0.0945	0.006	0.004	0.005	0.009	0.005	0.007	0.013	0.008	0.008
-0.661	6.75	0.0346	-0.0227	-0.1059	0.0542	0.0344	0.0866	0.006	0.004	0.005	0.009	0.005	0.008	0.013	0.008	0.008
-0.66	6.75	0.0306	-0.0267	-0.1179	0.0463	0.0264	0.0747	0.007	0.003	0.005	0.009	0.004	0.007	0.013	0.008	0.009
-0.659	7	0.0346	-0.0267	-0.1179	0.0463	0.0304	0.0707	0.006	0.003	0.005	0.009	0.004	0.006	0.013	0.007	0.009
-0.658	7	0.0386	-0.0306	-0.1259	0.0463	0.0304	0.0786	0.007	0.003	0.005	0.008	0.004	0.006	0.013	0.008	0.009
-0.657	7	0.0425	-0.0346	-0.1299	0.0542	0.0304	0.0786	0.007	0.003	0.006	0.008	0.004	0.007	0.014	0.007	0.009
-0.656	6.75	0.0386	-0.0267	-0.1299	0.0581	0.0384	0.0866	0.007	0.003	0.006	0.008	0.004	0.007	0.013	0.008	0.009
-0.655	6.75	0.0425	-0.0227	-0.1259	0.066	0.0384	0.0826	0.007	0.003	0.005	0.008	0.005	0.007	0.014	0.008	0.009
-0.654	7	0.0425	-0.0148	-0.1179	0.0739	0.0384	0.0905	0.007	0.004	0.005	0.008	0.005	0.006	0.013	0.008	0.01
-0.653	7	0.0425	-0.0148	-0.1139	0.0739	0.0463	0.0866	0.007	0.003	0.005	0.008	0.004	0.007	0.013	0.008	0.009
-0.652	7	0.0425	-0.0148	-0.1139	0.0779	0.0424	0.0866	0.007	0.002	0.004	0.008	0.004	0.006	0.012	0.008	0.009
-0.651	6.75	0.0425	-0.0227	-0.1219	0.066	0.0424	0.0786	0.006	0.002	0.004	0.007	0.004	0.007	0.013	0.008	0.008
-0.65	7	0.0465	-0.0227	-0.1259	0.0463	0.0344	0.0747	0.006	0.002	0.004	0.008	0.004	0.007	0.013	0.008	0.008
-0.649	7	0.0425	-0.0306	-0.1259	0.0423	0.0304	0.0707	0.005	0.002	0.004	0.008	0.005	0.007	0.013	0.008	0.008
-0.648	7	0.0386	-0.0306	-0.1179	0.0345	0.0344	0.0707	0.006	0.002	0.004	0.009	0.005	0.007	0.013	0.008	0.008
-0.647	6.75	0.0425	-0.0306	-0.1099	0.0345	0.0264	0.0667	0.007	0.002	0.003	0.009	0.005	0.007	0.013	0.008	0.009
-0.646	6.75	0.0465	-0.0306	-0.1059	0.0345	0.0344	0.0707	0.007	0.003	0.004	0.009	0.005	0.007	0.013	0.009	0.009
-0.645	7	0.0425	-0.0227	-0.1179	0.0384	0.0384	0.0786	0.007	0.004	0.004	0.008	0.005	0.008	0.012	0.008	0.009
-0.644	7	0.0386	-0.0148	-0.1179	0.0463	0.0424	0.0826	0.006	0.004	0.005	0.009	0.005	0.007	0.013	0.008	0.009
-0.643	7	0.0386	-0.0148	-0.1139	0.066	0.0424	0.0905	0.006	0.004	0.004	0.008	0.005	0.007	0.014	0.008	0.009
-0.642	6.75	0.0386	-0.0148	-0.1139	0.07	0.0463	0.0945	0.005	0.004	0.004	0.008	0.005	0.007	0.013	0.008	0.008
-0.641	7	0.0386	-0.0148	-0.1219	0.0581	0.0463	0.0866	0.006	0.003	0.003	0.008	0.006	0.007	0.013	0.008	0.009
-0.64	7	0.0346	-0.0187	-0.1259	0.0423	0.0424	0.0786	0.006	0.003	0.004	0.008	0.005	0.006	0.013	0.008	0.009
-0.639	7	0.0386	-0.0306	-0.1259	0.0266	0.0384	0.0747	0.007	0.003	0.004	0.008	0.005	0.007	0.013	0.008	0.01
-0.638	6.75	0.0386	-0.0346	-0.1299	0.0147	0.0384	0.0707	0.007	0.003	0.004	0.009	0.004	0.006	0.013	0.009	0.009
-0.637	6.75	0.0346	-0.0267	-0.1339	0.0068	0.0344	0.0707	0.007	0.003	0.004	0.008	0.004	0.007	0.013	0.009	0.01
