#data format:	time, trigger pressure,	WG1,	WG2,	WG3,	WG4,	WG5,	WG6,	PP1,	PP2,	PP3,	PP4,	PP5,	PP6,	PP7,	PP8,	PP9
1.16	77.75	0.0425	0.0841	0.0458	0.2713	0.158	0.1104	0.011	0.03	0.15	0.596	0.676	0.505	0.124	0.019	0.016
1.161	77.5	0.0425	0.0802	0.0418	0.2673	0.154	0.1024	0.011	0.03	0.149	0.596	0.676	0.503	0.126	0.02	0.015
1.162	77.5	0.0306	0.0762	0.0498	0.2673	0.154	0.0985	0.011	0.03	0.15	0.596	0.677	0.503	0.128	0.02	0.016
1.163	77.5	0.0187	0.0762	0.0578	0.2752	0.154	0.0905	0.01	0.03	0.151	0.597	0.678	0.504	0.129	0.02	0.017
1.164	77.75	0.0148	0.0802	0.0578	0.2752	0.154	0.1024	0.009	0.03	0.15	0.597	0.678	0.505	0.129	0.02	0.017
1.165	77.75	0.0187	0.0762	0.0618	0.2713	0.158	0.1064	0.009	0.03	0.15	0.597	0.677	0.505	0.129	0.019	0.017
1.166	77.5	0.0267	0.0802	0.0618	0.2594	0.154	0.1104	0.009	0.03	0.149	0.596	0.677	0.503	0.13	0.019	0.016
1.167	77.5	0.0386	0.092	0.0618	0.2476	0.15	0.1104	0.01	0.03	0.149	0.596	0.677	0.502	0.132	0.02	0.016
1.168	77.5	0.0386	0.0999	0.0658	0.2437	0.15	0.1183	0.01	0.03	0.15	0.597	0.678	0.502	0.136	0.02	0.016
1.169	77.75	0.0306	0.092	0.0618	0.2358	0.15	0.1143	0.01	0.03	0.15	0.597	0.678	0.502	0.14	0.02	0.016
1.17	77.5	0.0267	0.0802	0.0618	0.2279	0.15	0.1104	0.01	0.03	0.149	0.598	0.679	0.502	0.143	0.02	0.017
1.171	77.25	0.0306	0.0762	0.0498	0.216	0.15	0.1064	0.01	0.03	0.149	0.597	0.68	0.504	0.143	0.019	0.017
1.172	77.5	0.0386	0.0722	0.0538	0.216	0.15	0.1064	0.01	0.03	0.149	0.597	0.68	0.504	0.141	0.02	0.018
1.173	77.75	0.0386	0.0802	0.0618	0.22	0.154	0.1064	0.01	0.03	0.149	0.597	0.679	0.503	0.139	0.02	0.017
1.174	77.75	0.0267	0.0762	0.0618	0.2318	0.154	0.1064	0.01	0.029	0.149	0.596	0.677	0.502	0.138	0.021	0.016
1.175	77.5	0.0306	0.0802	0.0578	0.2515	0.158	0.1104	0.01	0.03	0.149	0.596	0.675	0.502	0.136	0.02	0.016
1.176	77.25	0.0346	0.0841	0.0538	0.2634	0.1659	0.1183	0.01	0.029	0.15	0.596	0.675	0.503	0.134	0.02	0.016
1.177	77.75	0.0386	0.092	0.0578	0.2713	0.1659	0.1223	0.01	0.029	0.151	0.596	0.677	0.504	0.133	0.02	0.017
1.178	77.75	0.0386	0.096	0.0658	0.2673	0.1739	0.1223	0.01	0.029	0.15	0.596	0.678	0.504	0.133	0.02	0.016
1.179	77.75	0.0346	0.092	0.0618	0.2594	0.1739	0.1183	0.009	0.03	0.15	0.596	0.679	0.504	0.134	0.021	0.016
1.18	77.5	0.0227	0.092	0.0538	0.2476	0.1699	0.1183	0.009	0.03	0.149	0.596	0.679	0.503	0.133	0.021	0.016
1.181	77.75	0.0227	0.0881	0.0458	0.2437	0.1619	0.1064	0.01	0.03	0.149	0.596	0.679	0.503	0.132	0.021	0.016
1.182	78	0.0227	0.0802	0.0378	0.2515	0.154	0.1064	0.011	0.03	0.149	0.597	0.677	0.503	0.13	0.021	0.016
1.183	78	0.0306	0.0841	0.0298	0.2594	0.15	0.1064	0.011	0.03	0.149	0.597	0.678	0.502	0.129	0.021	0.016
1.184	77.75	0.0346	0.0762	0.0378	0.2673	0.15	0.1104	0.01	0.03	0.149	0.598	0.678	0.5	0.13	0.021	0.016
1.185	77.75	0.0346	0.0841	0.0458	0.2713	0.15	0.1183	0.01	0.029	0.149	0.599	0.678	0.5	0.133	0.021	0.016
1.186	78	0.0306	0.0881	0.0498	0.2673	0.158	0.1183	0.01	0.03	0.149	0.599	0.677	0.502	0.135	0.02	0.017
1.187	78.25	0.0187	0.092	0.0538	0.2752	0.1619	0.1223	0.01	0.03	0.149	0.598	0.676	0.503	0.133	0.019	0.016
1.188	78.25	0.0227	0.092	0.0578	0.2673	0.1619	0.1183	0.011	0.03	0.149	0.597	0.675	0.504	0.129	0.018	0.016
1.189	78	0.0187	0.092	0.0578	0.2594	0.1619	0.1104	0.011	0.03	0.149	0.597	0.675	0.503	0.125	0.019	0.016
1.19	78	0.0187	0.0841	0.0538	0.2515	0.158	0.1024	0.01	0.03	0.149	0.597	0.675	0.503	0.125	0.019	0.016
1.191	78.25	0.0148	0.0841	0.0498	0.2515	0.154	0.1024	0.01	0.03	0.15	0.597	0.675	0.503	0.128	0.019	0.015
1.192	78.5	0.0108	0.0841	0.0418	0.2515	0.15	0.1064	0.01	0.03	0.15	0.597	0.677	0.504	0.13	0.019	0.015
1.193	78.5	0.0108	0.0802	0.0378	0.2515	0.146	0.0985	0.01	0.03	0.15	0.596	0.678	0.504	0.131	0.019	0.015
1.194	78.25	0.0108	0.0841	0.0418	0.2515	0.154	0.1024	0.011	0.03	0.149	0.596	0.678	0.504	0.134	0.02	0.015
1.195	78.25	0.0227	0.0841	0.0458	0.2476	0.1619	0.1064	0.011	0.031	0.149	0.596	0.679	0.503	0.137	0.02	0.015
1.196	78.5	0.0267	0.0802	0.0538	0.2515	0.1619	0.1104	0.011	0.031	0.149	0.596	0.678	0.502	0.138	0.02	0.015
1.197	78.5	0.0306	0.0881	0.0618	0.2634	0.1699	0.1104	0.011	0.031	0.15	0.595	0.677	0.501	0.139	0.02	0.015
1.198	78.5	0.0386	0.0881	0.0618	0.2752	0.1739	0.1183	0.011	0.031	0.149	0.596	0.678	0.5	0.139	0.019	0.015
1.199	78.25	0.0425	0.0881	0.0618	0.2673	0.1699	0.1183	0.011	0.031	0.149	0.596	0.678	0.499	0.14	0.02	0.015
1.2	78.5	0.0386	0.0881	0.0538	0.2594	0.1659	0.1143	0.011	0.03	0.149	0.596	0.678	0.499	0.139	0.019	0.015
1.201	78.75	0.0346	0.0881	0.0458	0.2515	0.1619	0.1104	0.012	0.031	0.149	0.596	0.678	0.499	0.136	0.019	0.014
1.202	78.75	0.0306	0.0841	0.0418	0.2476	0.158	0.1104	0.011	0.03	0.149	0.596	0.678	0.502	0.134	0.019	0.014
1.203	78.5	0.0267	0.0841	0.0378	0.2555	0.158	0.1064	0.012	0.03	0.149	0.596	0.677	0.504	0.133	0.02	0.015
1.204	78.5	0.0267	0.0881	0.0378	0.2594	0.1619	0.1143	0.011	0.031	0.149	0.596	0.677	0.504	0.127	0.02	0.014
1.205	78.75	0.0346	0.0881	0.0458	0.2555	0.1619	0.1183	0.011	0.031	0.149	0.596	0.677	0.503	0.121	0.019	0.015
1.206	79	0.0346	0.0881	0.0578	0.2555	0.1619	0.1223	0.011	0.031	0.149	0.596	0.677	0.503	0.118	0.019	0.015
1.207	78.75	0.0386	0.096	0.0618	0.2476	0.1659	0.1262	0.011	0.031	0.149	0.596	0.678	0.504	0.118	0.019	0.015
1.208	78.75	0.0346	0.096	0.0578	0.2476	0.1659	0.1223	0.01	0.031	0.149	0.595	0.68	0.506	0.121	0.02	0.015
1.209	78.75	0.0346	0.092	0.0538	0.2515	0.1699	0.1183	0.011	0.031	0.149	0.594	0.678	0.506	0.12	0.019	0.015
1.21	79	0.0386	0.0881	0.0498	0.2555	0.1659	0.1104	0.011	0.031	0.149	0.594	0.675	0.507	0.12	0.02	0.014
1.211	79	0.0346	0.0802	0.0418	0.2634	0.1619	0.1143	0.011	0.031	0.149	0.595	0.674	0.506	0.12	0.019	0.014
1.212	79	0.0306	0.0762	0.0418	0.2634	0.1619	0.1183	0.011	0.031	0.149	0.595	0.674	0.505	0.123	0.019	0.015
1.213	78.75	0.0187	0.0841	0.0458	0.2634	0.1619	0.1183	0.011	0.031	0.149	0.595	0.675	0.504	0.125	0.02	0.015
1.214	79	0.0108	0.0881	0.0458	0.2594	0.1659	0.1223	0.01	0.031	0.149	0.595	0.676	0.505	0.125	0.02	0.015
1.215	79.25	0.0108	0.092	0.0538	0.2594	0.1659	0.1183	0.011	0.031	0.149	0.596	0.676	0.504	0.125	0.02	0.015
1.216	79	0.0108	0.092	0.0618	0.2752	0.1739	0.1223	0.01	0.031	0.149	0.594	0.677	0.503	0.126	0.02	0.015
1.217	79	0.0227	0.096	0.0618	0.2792	0.1739	0.1262	0.011	0.031	0.149	0.595	0.675	0.502	0.124	0.02	0.015
1.218	79	0.0267	0.0999	0.0618	0.2831	0.1779	0.1262	0.011	0.031	0.149	0.593	0.677	0.499	0.124	0.019	0.015
1.219	79.25	0.0346	0.096	0.0578	0.2792	0.1739	0.1262	0.011	0.03	0.149	0.594	0.678	0.497	0.125	0.019	0.014
1.22	79.25	0.0386	0.0881	0.0578	0.2752	0.1659	0.1262	0.011	0.03	0.148	0.594	0.679	0.497	0.127	0.02	0.015
1.221	79.25	0.0386	0.0841	0.0538	0.2713	0.1619	0.1143	0.011	0.03	0.149	0.595	0.677	0.499	0.131	0.021	0.015
1.222	79	0.0346	0.0802	0.0498	0.2634	0.158	0.1104	0.01	0.03	0.149	0.595	0.675	0.498	0.134	0.021	0.016
1.223	79.25	0.0306	0.0841	0.0538	0.2515	0.158	0.1064	0.01	0.03	0.149	0.596	0.674	0.497	0.134	0.02	0.016
1.224	79.5	0.0306	0.0802	0.0498	0.2476	0.1619	0.1064	0.011	0.03	0.149	0.596	0.674	0.497	0.133	0.02	0.016
1.225	79.5	0.0346	0.092	0.0578	0.2515	0.1619	0.1143	0.01	0.031	0.149	0.595	0.674	0.497	0.131	0.019	0.016
1.226	79.25	0.0386	0.092	0.0658	0.2634	0.1659	0.1183	0.01	0.03	0.149	0.595	0.676	0.497	0.132	0.019	0.015
1.227	79.25	0.0386	0.092	0.0618	0.2673	0.1659	0.1302	0.01	0.031	0.149	0.595	0.676	0.496	0.134	0.019	0.015
1.228	79.5	0.0425	0.0999	0.0578	0.2752	0.1739	0.1302	0.01	0.031	0.149	0.595	0.677	0.496	0.133	0.019	0.015
1.229	79.5	0.0346	0.0999	0.0578	0.2792	0.1659	0.1302	0.01	0.031	0.149	0.596	0.675	0.496	0.132	0.019	0.015
1.23	79.5	0.0267	0.092	0.0538	0.2713	0.1619	0.1223	0.01	0.031	0.149	0.596	0.675	0.497	0.131	0.02	0.016
1.231	79.25	0.0306	0.0881	0.0498	0.2634	0.1619	0.1104	0.011	0.031	0.149	0.596	0.675	0.497	0.129	0.02	0.016
1.232	79.25	0.0306	0.0841	0.0418	0.2515	0.1659	0.1104	0.01	0.031	0.148	0.595	0.676	0.496	0.127	0.02	0.016
1.233	79.5	0.0306	0.0802	0.0378	0.2358	0.1659	0.1104	0.01	0.031	0.148	0.595	0.677	0.497	0.128	0.02	0.016
1.234	79.5	0.0306	0.0802	0.0378	0.2318	0.1699	0.1064	0.01	0.03	0.148	0.595	0.677	0.499	0.13	0.02	0.016
1.235	79.5	0.0306	0.0881	0.0458	0.2318	0.1739	0.1104	0.01	0.031	0.149	0.594	0.677	0.5	0.13	0.02	0.016
1.236	79.25	0.0346	0.092	0.0618	0.2437	0.1779	0.1143	0.01	0.03	0.149	0.595	0.677	0.501	0.132	0.02	0.017
1.237	79.5	0.0306	0.096	0.0618	0.2437	0.1739	0.1143	0.01	0.03	0.149	0.594	0.677	0.501	0.133	0.02	0.016
1.238	79.5	0.0267	0.096	0.0618	0.2476	0.1739	0.1223	0.009	0.03	0.149	0.593	0.677	0.501	0.134	0.021	0.016
1.239	79.5	0.0227	0.096	0.0618	0.2515	0.1739	0.1262	0.009	0.031	0.149	0.594	0.677	0.499	0.135	0.021	0.016
1.24	79.5	0.0267	0.092	0.0538	0.2476	0.1659	0.1302	0.009	0.031	0.148	0.593	0.675	0.499	0.135	0.021	0.016
1.241	79.25	0.0306	0.092	0.0498	0.2476	0.1659	0.1262	0.01	0.03	0.149	0.593	0.674	0.498	0.134	0.021	0.016
1.242	79.5	0.0306	0.0841	0.0498	0.2476	0.1659	0.1223	0.01	0.03	0.149	0.593	0.674	0.499	0.134	0.02	0.016
1.243	79.75	0.0306	0.0841	0.0498	0.2555	0.1659	0.1183	0.01	0.03	0.149	0.593	0.674	0.501	0.134	0.019	0.017
1.244	79.5	0.0187	0.0881	0.0458	0.2634	0.1659	0.1223	0.01	0.03	0.149	0.593	0.675	0.502	0.133	0.019	0.016
1.245	79.5	0.0068	0.0841	0.0538	0.2673	0.1699	0.1223	0.01	0.031	0.149	0.593	0.677	0.501	0.129	0.02	0.016
1.246	79.5	0.0068	0.0841	0.0578	0.2713	0.1779	0.1183	0.01	0.031	0.148	0.592	0.678	0.498	0.123	0.02	0.016
1.247	79.75	0.0148	0.092	0.0618	0.2752	0.1779	0.1223	0.01	0.031	0.149	0.593	0.679	0.498	0.119	0.02	0.017
1.248	79.75	0.0187	0.096	0.0618	0.2792	0.1819	0.1262	0.01	0.031	0.148	0.593	0.678	0.499	0.118	0.02	0.017
1.249	79.5	0.0227	0.096	0.0578	0.2752	0.1819	0.1302	0.011	0.03	0.149	0.593	0.679	0.501	0.119	0.02	0.016
1.25	79.5	0.0227	0.092	0.0498	0.2713	0.1779	0.1262	0.011	0.03	0.149	0.593	0.678	0.503	0.12	0.021	0.016
1.251	79.75	0.0306	0.0881	0.0498	0.2713	0.1739	0.1183	0.01	0.03	0.148	0.594	0.677	0.505	0.121	0.021	0.016
1.252	79.75	0.0386	0.0841	0.0418	0.2792	0.1699	0.1183	0.01	0.03	0.148	0.594	0.676	0.504	0.122	0.021	0.016
1.253	79.75	0.0425	0.0881	0.0338	0.2792	0.1699	0.1104	0.011	0.031	0.148	0.594	0.676	0.502	0.122	0.021	0.016
1.254	79.75	0.0386	0.092	0.0298	0.2792	0.1699	0.1183	0.011	0.031	0.148	0.593	0.677	0.5	0.122	0.021	0.016
1.255	79.5	0.0306	0.0881	0.0378	0.2792	0.1779	0.1183	0.011	0.032	0.148	0.594	0.677	0.5	0.123	0.021	0.016
1.256	79.75	0.0386	0.092	0.0418	0.2752	0.1859	0.1183	0.011	0.031	0.148	0.593	0.677	0.501	0.124	0.021	0.015
1.257	79.75	0.0386	0.0999	0.0498	0.2792	0.1898	0.1223	0.011	0.031	0.148	0.594	0.675	0.502	0.127	0.022	0.015
1.258	79.75	0.0386	0.0999	0.0578	0.2831	0.1859	0.1302	0.011	0.031	0.148	0.594	0.674	0.502	0.133	0.022	0.015
1.259	79.5	0.0306	0.0999	0.0578	0.2831	0.1859	0.1262	0.012	0.031	0.148	0.593	0.674	0.502	0.135	0.021	0.015
1.26	79.75	0.0306	0.096	0.0498	0.2752	0.1739	0.1262	0.012	0.031	0.148	0.593	0.674	0.501	0.132	0.021	0.015
1.261	79.75	0.0346	0.0881	0.0498	0.2673	0.1699	0.1223	0.012	0.031	0.148	0.593	0.674	0.501	0.127	0.021	0.015
1.262	79.75	0.0306	0.0881	0.0458	0.2634	0.1739	0.1143	0.012	0.031	0.148	0.592	0.672	0.502	0.124	0.021	0.014
1.263	79.75	0.0227	0.0841	0.0418	0.2634	0.1739	0.1183	0.011	0.031	0.149	0.591	0.672	0.501	0.125	0.021	0.014
1.264	79.5	0.0108	0.0881	0.0418	0.2713	0.1819	0.1262	0.011	0.031	0.148	0.59	0.672	0.499	0.13	0.021	0.015
1.265	79.75	-0.0011	0.096	0.0458	0.2792	0.1859	0.1302	0.01	0.031	0.149	0.59	0.672	0.499	0.135	0.021	0.014
1.266	80	0.0068	0.096	0.0538	0.291	0.1859	0.1381	0.011	0.031	0.148	0.59	0.672	0.498	0.137	0.021	0.015
1.267	79.75	0.0148	0.1039	0.0538	0.2989	0.1898	0.1381	0.012	0.031	0.148	0.591	0.672	0.497	0.139	0.02	0.014
1.268	79.75	0.0187	0.1039	0.0538	0.291	0.1859	0.1421	0.011	0.031	0.148	0.591	0.671	0.496	0.138	0.019	0.014
1.269	79.75	0.0148	0.1039	0.0538	0.2752	0.1859	0.1381	0.012	0.031	0.148	0.592	0.671	0.496	0.136	0.019	0.015
1.27	80	0.0187	0.0999	0.0538	0.2555	0.1819	0.1381	0.012	0.031	0.148	0.593	0.67	0.496	0.136	0.019	0.014
1.271	80	0.0187	0.096	0.0538	0.2437	0.1779	0.1302	0.011	0.031	0.148	0.593	0.668	0.496	0.136	0.018	0.014
1.272	80	0.0108	0.092	0.0458	0.2397	0.1779	0.1262	0.011	0.031	0.147	0.592	0.667	0.497	0.136	0.019	0.013
1.273	79.75	0.0029	0.092	0.0458	0.2437	0.1779	0.1183	0.01	0.031	0.148	0.592	0.669	0.497	0.14	0.02	0.014
1.274	80	-0.017	0.096	0.0458	0.2476	0.1779	0.1143	0.011	0.03	0.147	0.592	0.67	0.498	0.143	0.02	0.014
1.275	80	-0.013	0.0999	0.0498	0.2555	0.1859	0.1223	0.011	0.03	0.147	0.592	0.67	0.497	0.144	0.021	0.015
1.276	80	0.0068	0.1039	0.0538	0.2594	0.1859	0.1342	0.011	0.031	0.148	0.592	0.67	0.498	0.143	0.021	0.015
1.277	79.75	0.0148	0.0999	0.0538	0.2673	0.1819	0.1381	0.011	0.031	0.148	0.592	0.67	0.499	0.14	0.021	0.015
1.278	79.75	0.0227	0.1039	0.0538	0.2752	0.1819	0.1461	0.011	0.031	0.148	0.591	0.67	0.5	0.137	0.02	0.015
1.279	80	0.0227	0.1079	0.0538	0.2673	0.1779	0.1421	0.011	0.031	0.148	0.59	0.67	0.501	0.137	0.02	0.015
1.28	80	0.0187	0.0999	0.0538	0.2555	0.1779	0.1342	0.011	0.031	0.147	0.591	0.67	0.502	0.138	0.02	0.014
1.281	80	0.0227	0.096	0.0498	0.2397	0.1739	0.1302	0.01	0.03	0.148	0.591	0.669	0.504	0.137	0.02	0.014
1.282	80	0.0187	0.096	0.0498	0.2318	0.1739	0.1302	0.01	0.03	0.148	0.59	0.669	0.504	0.136	0.02	0.014
1.283	80	0.0187	0.096	0.0378	0.2279	0.1739	0.1302	0.01	0.031	0.148	0.59	0.668	0.502	0.135	0.019	0.015
1.284	80	0.0187	0.096	0.0418	0.2318	0.1779	0.1262	0.011	0.03	0.148	0.588	0.669	0.5	0.136	0.019	0.015
1.285	80.25	0.0227	0.096	0.0458	0.2358	0.1779	0.1302	0.01	0.03	0.147	0.589	0.669	0.499	0.137	0.019	0.015
1.286	80.25	0.0346	0.1039	0.0538	0.2515	0.1859	0.1342	0.01	0.031	0.147	0.588	0.669	0.498	0.137	0.019	0.015
1.287	80	0.0346	0.1039	0.0618	0.2713	0.1898	0.1381	0.01	0.031	0.147	0.589	0.67	0.497	0.134	0.02	0.016
1.288	80.25	0.0267	0.1039	0.0698	0.2831	0.1898	0.1381	0.009	0.03	0.147	0.589	0.67	0.496	0.133	0.021	0.015
1.289	80.25	0.0227	0.0999	0.0698	0.2871	0.1938	0.1302	0.01	0.031	0.148	0.589	0.67	0.497	0.132	0.021	0.016
1.29	80.5	0.0108	0.0999	0.0658	0.2831	0.1859	0.1342	0.01	0.03	0.147	0.59	0.669	0.498	0.134	0.021	0.016
1.291	80.5	0.0068	0.096	0.0618	0.2792	0.1819	0.1302	0.01	0.031	0.147	0.591	0.668	0.501	0.137	0.021	0.015
1.292	80.25	0.0148	0.096	0.0618	0.2752	0.1859	0.1302	0.01	0.03	0.148	0.591	0.669	0.503	0.139	0.021	0.015
1.293	80.5	0.0267	0.0999	0.0658	0.2673	0.1819	0.1302	0.01	0.03	0.148	0.591	0.67	0.505	0.141	0.021	0.015
1.294	80.75	0.0227	0.096	0.0698	0.2555	0.1819	0.1302	0.01	0.031	0.148	0.591	0.672	0.507	0.142	0.02	0.015
1.295	80.75	0.0187	0.092	0.0738	0.2437	0.1859	0.1262	0.01	0.031	0.148	0.591	0.674	0.508	0.142	0.02	0.015
1.296	80.5	0.0187	0.0999	0.0698	0.2397	0.1898	0.1262	0.01	0.031	0.147	0.591	0.676	0.508	0.14	0.02	0.016
1.297	80.75	0.0187	0.1039	0.0738	0.2437	0.1898	0.1342	0.01	0.03	0.148	0.591	0.677	0.508	0.138	0.02	0.016
1.298	81	0.0227	0.1079	0.0778	0.2515	0.1938	0.1421	0.009	0.03	0.147	0.59	0.676	0.508	0.134	0.021	0.016
1.299	81	0.0227	0.1079	0.0778	0.2555	0.1898	0.1461	0.01	0.031	0.147	0.591	0.674	0.507	0.129	0.021	0.016
1.3	81	0.0227	0.0999	0.0738	0.2634	0.1859	0.1461	0.01	0.03	0.147	0.591	0.674	0.508	0.126	0.021	0.016
1.301	80.75	0.0227	0.0999	0.0658	0.2673	0.1859	0.1421	0.01	0.03	0.147	0.59	0.672	0.507	0.125	0.02	0.016
1.302	81	0.0187	0.0999	0.0618	0.2713	0.1819	0.1381	0.01	0.03	0.146	0.59	0.672	0.506	0.125	0.021	0.016
1.303	81.25	0.0148	0.0999	0.0498	0.2752	0.1819	0.1342	0.01	0.03	0.148	0.59	0.671	0.503	0.126	0.021	0.016
1.304	81.25	0.0148	0.0999	0.0578	0.2752	0.1898	0.1302	0.01	0.03	0.146	0.59	0.672	0.501	0.126	0.021	0.016
1.305	81	0.0108	0.0999	0.0618	0.2634	0.1859	0.1342	0.01	0.03	0.147	0.59	0.672	0.501	0.127	0.021	0.016
1.306	81	0.0108	0.0999	0.0658	0.2555	0.1938	0.1381	0.01	0.03	0.146	0.59	0.671	0.501	0.129	0.021	0.016
1.307	81.5	0.0227	0.1079	0.0698	0.2476	0.1938	0.1421	0.01	0.03	0.146	0.59	0.671	0.502	0.13	0.021	0.015
1.308	81.5	0.0267	0.1118	0.0778	0.2515	0.1898	0.1421	0.01	0.03	0.146	0.59	0.672	0.503	0.131	0.021	0.015
1.309	81.5	0.0227	0.1079	0.0778	0.2594	0.1859	0.1461	0.011	0.03	0.146	0.589	0.672	0.505	0.133	0.021	0.015
1.31	81.25	0.0148	0.1039	0.0738	0.2713	0.1819	0.15	0.01	0.031	0.147	0.589	0.672	0.506	0.131	0.022	0.016
1.311	81.5	0.0068	0.096	0.0658	0.2752	0.1779	0.1461	0.011	0.031	0.147	0.589	0.672	0.507	0.129	0.022	0.016
1.312	81.5	0.0029	0.092	0.0698	0.2752	0.1739	0.1421	0.01	0.031	0.147	0.59	0.672	0.507	0.127	0.022	0.016
1.313	81.5	0.0029	0.092	0.0698	0.2673	0.1739	0.1421	0.01	0.03	0.147	0.589	0.672	0.504	0.13	0.022	0.016
1.314	81.5	0.0029	0.0999	0.0778	0.2634	0.1819	0.1421	0.009	0.03	0.147	0.588	0.674	0.502	0.134	0.022	0.015
1.315	81.25	0.0029	0.1039	0.0738	0.2673	0.1819	0.1461	0.01	0.031	0.148	0.587	0.674	0.499	0.133	0.022	0.015
1.316	81.5	0.0108	0.1118	0.0738	0.2752	0.1859	0.1421	0.01	0.031	0.147	0.586	0.674	0.499	0.131	0.021	0.015
1.317	81.5	0.0148	0.1118	0.0738	0.2792	0.1859	0.1421	0.011	0.03	0.146	0.586	0.674	0.499	0.127	0.021	0.015
1.318	81.5	0.0187	0.1118	0.0778	0.2831	0.1898	0.1421	0.011	0.03	0.146	0.586	0.672	0.5	0.127	0.021	0.015
1.319	81.5	0.0187	0.1158	0.0778	0.2752	0.1898	0.1302	0.011	0.031	0.147	0.587	0.672	0.502	0.128	0.021	0.015
1.32	81.25	0.0108	0.1079	0.0738	0.2634	0.1819	0.1223	0.011	0.031	0.147	0.587	0.672	0.505	0.13	0.021	0.015
1.321	81.5	0.0108	0.0999	0.0658	0.2515	0.1819	0.1223	0.011	0.031	0.148	0.587	0.673	0.507	0.128	0.021	0.015
1.322	81.75	0.0108	0.0999	0.0618	0.2555	0.1819	0.1223	0.012	0.031	0.147	0.587	0.673	0.506	0.124	0.021	0.015
1.323	81.5	0.0108	0.0999	0.0618	0.2555	0.1859	0.1262	0.011	0.031	0.147	0.585	0.673	0.505	0.126	0.021	0.015
1.324	81.25	0.0108	0.0999	0.0658	0.2673	0.1859	0.1381	0.011	0.03	0.147	0.585	0.674	0.504	0.133	0.021	0.015
1.325	81.5	0.0108	0.1039	0.0658	0.2752	0.1859	0.15	0.011	0.03	0.147	0.586	0.674	0.505	0.134	0.02	0.015
1.326	81.75	0.0187	0.1079	0.0698	0.2871	0.1898	0.15	0.011	0.03	0.146	0.586	0.674	0.505	0.133	0.021	0.015
1.327	81.75	0.0148	0.1118	0.0738	0.295	0.1938	0.15	0.011	0.03	0.147	0.587	0.672	0.505	0.131	0.021	0.015
1.328	81.75	0.0068	0.1118	0.0778	0.2989	0.1938	0.154	0.011	0.03	0.147	0.587	0.672	0.505	0.132	0.021	0.015
1.329	81.5	-0.0011	0.1158	0.0698	0.295	0.1978	0.15	0.011	0.031	0.146	0.587	0.673	0.504	0.133	0.022	0.015
1.33	81.75	0.0068	0.1079	0.0658	0.2871	0.1898	0.1421	0.011	0.031	0.147	0.587	0.674	0.504	0.133	0.021	0.015
1.331	82	0.0029	0.0999	0.0578	0.2831	0.1898	0.1421	0.011	0.031	0.147	0.587	0.674	0.504	0.128	0.022	0.014
1.332	82	0.0029	0.0999	0.0618	0.2831	0.1859	0.1421	0.011	0.031	0.146	0.587	0.674	0.505	0.125	0.021	0.014
1.333	81.75	0.0068	0.1039	0.0618	0.2871	0.1898	0.1302	0.011	0.031	0.147	0.588	0.674	0.504	0.129	0.021	0.014
1.334	81.75	0.0108	0.1039	0.0658	0.2831	0.1938	0.1342	0.011	0.031	0.147	0.587	0.674	0.504	0.136	0.02	0.014
1.335	82	0.0068	0.1079	0.0658	0.2752	0.1978	0.1342	0.011	0.032	0.147	0.588	0.674	0.504	0.138	0.02	0.014
1.336	82	0.0068	0.1079	0.0698	0.2673	0.1978	0.1381	0.011	0.031	0.147	0.588	0.673	0.504	0.137	0.021	0.013
1.337	82	0.0068	0.1079	0.0778	0.2673	0.1978	0.15	0.011	0.031	0.148	0.588	0.672	0.504	0.133	0.022	0.014
1.338	81.75	0.0148	0.1118	0.0818	0.2555	0.1978	0.158	0.011	0.031	0.147	0.587	0.671	0.504	0.132	0.023	0.014
1.339	82	0.0227	0.1158	0.0818	0.2476	0.1938	0.158	0.011	0.031	0.147	0.586	0.672	0.505	0.132	0.022	0.014
1.34	82.25	0.0346	0.1039	0.0818	0.2397	0.1898	0.15	0.011	0.031	0.146	0.586	0.673	0.504	0.136	0.021	0.015
1.341	82.25	0.0346	0.0999	0.0778	0.2318	0.1859	0.1461	0.011	0.032	0.146	0.586	0.673	0.504	0.138	0.021	0.014
1.342	82	0.0267	0.096	0.0778	0.2279	0.1779	0.1421	0.012	0.031	0.146	0.585	0.672	0.505	0.139	0.02	0.014
1.343	81.75	0.0187	0.0999	0.0738	0.2239	0.1819	0.1461	0.011	0.031	0.146	0.584	0.671	0.504	0.142	0.02	0.013
1.344	82	0.0148	0.1039	0.0778	0.22	0.1819	0.1461	0.012	0.031	0.147	0.583	0.67	0.503	0.143	0.022	0.014
1.345	82.25	0.0148	0.1079	0.0698	0.2279	0.1859	0.154	0.011	0.031	0.147	0.584	0.67	0.502	0.14	0.022	0.014
1.346	82.25	0.0267	0.1197	0.0738	0.2397	0.1938	0.15	0.01	0.031	0.146	0.584	0.67	0.501	0.136	0.023	0.015
1.347	82	0.0306	0.1158	0.0738	0.2476	0.1978	0.1461	0.01	0.031	0.146	0.584	0.669	0.5	0.137	0.022	0.015
1.348	82	0.0306	0.1118	0.0738	0.2476	0.2018	0.154	0.01	0.031	0.146	0.584	0.67	0.499	0.14	0.021	0.015
1.349	82.25	0.0108	0.1158	0.0698	0.2437	0.1978	0.15	0.01	0.031	0.146	0.583	0.67	0.498	0.143	0.021	0.015
